"Category","Endpoint Name","HTTP Method","URL Path","Full URL","Description","Authentication Required","Request Body Required","Parameters"
"Authentication","Register User","POST","/api/auth/register","{{baseUrl}}/api/auth/register","Register new user with email validation and OTP","No","Yes","email, password, firstName, middleName, lastName, dateOfBirth, nationality, contactNumber, street, city, state, nation, pincode"
"Authentication","Verify OTP","POST","/api/auth/verify-otp","{{baseUrl}}/api/auth/verify-otp","Verify OTP for user registration","No","Yes","email, otp"
"Authentication","Login","POST","/api/auth/login","{{baseUrl}}/api/auth/login","User login with email and password","No","Yes","email, password"
"Authentication","Resend OTP","POST","/api/auth/resend-otp","{{baseUrl}}/api/auth/resend-otp","Resend OTP for user verification","No","No","email (query parameter)"
"Account Management","Create Account","POST","/api/accounts/customer/{customerId}","{{baseUrl}}/api/accounts/customer/{{customerId}}","Create new account for customer","Yes","Yes","accountType, currency, balance"
"Account Management","Get Account Balance","GET","/api/accounts/{accountNumber}/balance","{{baseUrl}}/api/accounts/{{accountNumber}}/balance","Get current account balance","Yes","No","accountNumber (path parameter)"
"Transactions","Transfer Funds","POST","/api/transactions/transfer","{{baseUrl}}/api/transactions/transfer","Transfer funds between accounts","Yes","Yes","senderAccountNumber, receiverAccountNumber, amount, currency, description, userId (query parameter)"
"Transactions","Deposit Funds","POST","/api/transactions/deposit","{{baseUrl}}/api/transactions/deposit","Deposit funds to account","Yes","Yes","accountNumber, amount, currency, description, sourceOfFunds, userId (query parameter)"
"Transactions","Withdraw Funds","POST","/api/transactions/withdraw","{{baseUrl}}/api/transactions/withdraw","Withdraw funds from account","Yes","Yes","accountNumber, amount, currency, description, purposeOfWithdrawal, userId (query parameter)"
"Transactions","Get Transaction History","GET","/api/transactions/account/{accountNumber}","{{baseUrl}}/api/transactions/account/{{accountNumber}}","Get transaction history for account","Yes","No","accountNumber (path parameter)"
"Transactions","Get Transaction by ID","GET","/api/transactions/{transactionId}","{{baseUrl}}/api/transactions/{transactionId}","Get specific transaction details","Yes","No","transactionId (path parameter)"
"Admin - Compliance Officers","Create Compliance Officer","POST","/api/admin/officers","{{baseUrl}}/api/admin/officers","Create new compliance officer","Yes","Yes","email, password, firstName, lastName, phone"
"Admin - Compliance Officers","Get All Officers","GET","/api/admin/officers","{{baseUrl}}/api/admin/officers","Get list of all compliance officers","Yes","No","None"
"Admin - Compliance Officers","Delete Officer","DELETE","/api/admin/officers/{id}","{{baseUrl}}/api/admin/officers/{id}","Delete compliance officer","Yes","No","id (path parameter)"
"Admin - Rules Management","Create Rule","POST","/api/admin/rules","{{baseUrl}}/api/admin/rules","Create new AML rule","Yes","Yes","name, description, type, conditions, riskScoreImpact, active"
"Admin - Rules Management","Update Rule","PUT","/api/admin/rules/{id}","{{baseUrl}}/api/admin/rules/{id}","Update existing AML rule","Yes","Yes","name, description, type, conditions, riskScoreImpact, active, id (path parameter)"
"Admin - Rules Management","Get All Rules","GET","/api/admin/rules","{{baseUrl}}/api/admin/rules","Get list of all AML rules","Yes","No","None"
"Admin - Rules Management","Delete Rule","DELETE","/api/admin/rules/{id}","{{baseUrl}}/api/admin/rules/{id}","Delete AML rule","Yes","No","id (path parameter)"
"Admin - Keywords Management","Create Keyword","POST","/api/admin/keywords","{{baseUrl}}/api/admin/keywords","Create suspicious keyword","Yes","Yes","word, category, severity, active"
"Admin - Keywords Management","Update Keyword","PUT","/api/admin/keywords/{id}","{{baseUrl}}/api/admin/keywords/{id}","Update suspicious keyword","Yes","Yes","word, category, severity, active, id (path parameter)"
"Admin - Keywords Management","Get All Keywords","GET","/api/admin/keywords","{{baseUrl}}/api/admin/keywords","Get list of all suspicious keywords","Yes","No","None"
"Admin - Keywords Management","Delete Keyword","DELETE","/api/admin/keywords/{id}","{{baseUrl}}/api/admin/keywords/{id}","Delete suspicious keyword","Yes","No","id (path parameter)"
"Admin - Risky Countries","Create Risky Country","POST","/api/admin/countries","{{baseUrl}}/api/admin/countries","Add country to risky countries list","Yes","Yes","countryCode, countryName, riskLevel"
"Admin - Risky Countries","Update Risky Country","PUT","/api/admin/countries/{code}","{{baseUrl}}/api/admin/countries/{code}","Update risky country information","Yes","Yes","countryCode, countryName, riskLevel, code (path parameter)"
"Admin - Risky Countries","Get All Risky Countries","GET","/api/admin/countries","{{baseUrl}}/api/admin/countries","Get list of all risky countries","Yes","No","None"
"Admin - Risky Countries","Delete Risky Country","DELETE","/api/admin/countries/{code}","{{baseUrl}}/api/admin/countries/{code}","Remove country from risky countries list","Yes","No","code (path parameter)"
"Compliance - Alerts","Get All Alerts","GET","/api/compliance/alerts","{{baseUrl}}/api/compliance/alerts","Get list of all compliance alerts","Yes","No","None"
"Compliance - Alerts","Assign Alert to Officer","POST","/api/compliance/alerts/{alertId}/assign","{{baseUrl}}/api/compliance/alerts/{alertId}/assign","Assign alert to compliance officer","Yes","No","alertId (path parameter)"
"Compliance - Alerts","Get Alert Details","GET","/api/compliance/alerts/{alertId}","{{baseUrl}}/api/compliance/alerts/{alertId}","Get detailed information about specific alert","Yes","No","alertId (path parameter)"
"Compliance - Alerts","Take Action on Alert","POST","/api/compliance/alerts/{alertId}/action","{{baseUrl}}/api/compliance/alerts/{alertId}/action","Take investigation action on alert","Yes","Yes","decision, notes, sarSummary, alertId (path parameter)"
"Compliance - Investigations","Get Customer Transactions","GET","/api/compliance/customers/{customerId}/transactions","{{baseUrl}}/api/compliance/customers/{customerId}/transactions","Get transaction history for customer investigation","Yes","No","customerId (path parameter)"
"Compliance - Investigations","Generate SAR","POST","/api/compliance/alerts/{alertId}/sar","{{baseUrl}}/api/compliance/alerts/{alertId}/sar","Generate Suspicious Activity Report from alert","Yes","Yes","summary, alertId (path parameter)"
"Compliance - Investigations","Submit SAR","POST","/api/compliance/sars/{sarId}/submit","{{baseUrl}}/api/compliance/sars/{sarId}/submit","Submit SAR to regulatory authorities","Yes","No","sarId (path parameter)"
"Audit Logs","Get All Audit Logs","GET","/api/admin/audit/logs","{{baseUrl}}/api/admin/audit/logs","Get paginated list of all audit logs","Yes","No","page, size (query parameters)"
"Audit Logs","Get Audit Logs by User","GET","/api/admin/audit/logs/user/{userId}","{{baseUrl}}/api/admin/audit/logs/user/{userId}","Get audit logs for specific user","Yes","No","userId (path parameter)"
"Audit Logs","Get Audit Logs by Action","GET","/api/admin/audit/logs/action/{action}","{{baseUrl}}/api/admin/audit/logs/action/{action}","Get audit logs for specific action type","Yes","No","action (path parameter)"
"AccountController,POST,/api/accounts/customer/{customerId},Create account for customer,CreateAccountRequest,AccountResponse,Authenticated,customerId (path)"
"AccountController,GET,/api/accounts/{accountNumber}/balance,Get account balance,None,AccountResponse,Authenticated,accountNumber (path)"
"AdminController,POST,/api/admin/officers,Create compliance officer,ComplianceOfficerRequest,ComplianceOfficer,ADMIN,None"
"AdminController,GET,/api/admin/officers,Get all compliance officers,None,List<ComplianceOfficer>,ADMIN,None"
"AdminController,DELETE,/api/admin/officers/{id},Delete compliance officer,None,Void,ADMIN,id (path)"
"AdminController,POST,/api/admin/rules,Create AML rule,RuleRequest,Rule,ADMIN,None"
"AdminController,PUT,/api/admin/rules/{id},Update AML rule,RuleRequest,Rule,ADMIN,id (path)"
"AdminController,DELETE,/api/admin/rules/{id},Delete AML rule,None,Void,ADMIN,id (path)"
"AdminController,GET,/api/admin/rules,Get all AML rules,None,List<Rule>,ADMIN,None"
"AdminController,POST,/api/admin/keywords,Create suspicious keyword,KeywordRequest,SuspiciousKeyword,ADMIN,None"
"AdminController,PUT,/api/admin/keywords/{id},Update suspicious keyword,KeywordRequest,SuspiciousKeyword,ADMIN,id (path)"
"AdminController,DELETE,/api/admin/keywords/{id},Delete suspicious keyword,None,Void,ADMIN,id (path)"
"AdminController,GET,/api/admin/keywords,Get all suspicious keywords,None,List<SuspiciousKeyword>,ADMIN,None"
"AdminController,POST,/api/admin/countries,Create risky country,RiskyCountryRequest,RiskyCountry,ADMIN,None"
"AdminController,PUT,/api/admin/countries/{code},Update risky country,RiskyCountryRequest,RiskyCountry,ADMIN,code (path)"
"AdminController,DELETE,/api/admin/countries/{code},Delete risky country,None,Void,ADMIN,code (path)"
"AdminController,GET,/api/admin/countries,Get all risky countries,None,List<RiskyCountry>,ADMIN,None"
"AuditController,GET,/api/admin/audit/logs,Get all audit logs,None,List<AuditLog>,ADMIN,"page (query, default=0), size (query, default=50)"
"AuditController,GET,/api/admin/audit/logs/user/{userId},Get audit logs by user,None,List<AuditLog>,ADMIN,userId (path)"
"AuditController,GET,/api/admin/audit/logs/action/{action},Get audit logs by action,None,List<AuditLog>,ADMIN,action (path)"
"AuthController,POST,/api/auth/register,Register new user,RegisterRequest,AuthResponse,Public,None"
"AuthController,POST,/api/auth/verify-otp,Verify OTP,VerifyOtpRequest,AuthResponse,Public,None"
"AuthController,POST,/api/auth/login,User login,LoginRequest,AuthResponse,Public,None"
"AuthController,POST,/api/auth/resend-otp,Resend OTP,None,AuthResponse,Public,email (query)"
"ComplianceOfficerController,GET,/api/compliance/alerts,Get all alerts,None,List<AlertDTO>,COMPLIANCE_OFFICER/ADMIN,None"
"ComplianceOfficerController,POST,/api/compliance/alerts/{alertId}/assign,Assign alert to officer,None,AlertDTO,COMPLIANCE_OFFICER/ADMIN,alertId (path)"
"ComplianceOfficerController,GET,/api/compliance/alerts/{alertId},Get alert details,None,AlertDTO,COMPLIANCE_OFFICER/ADMIN,alertId (path)"
"ComplianceOfficerController,GET,/api/compliance/customers/{customerId}/transactions,Get customer transactions,None,List<TransactionDTO>,COMPLIANCE_OFFICER/ADMIN,customerId (path)"
"ComplianceOfficerController,POST,/api/compliance/alerts/{alertId}/action,Take action on alert,InvestigationActionRequest,AlertDTO,COMPLIANCE_OFFICER/ADMIN,alertId (path)"
"ComplianceOfficerController,POST,/api/compliance/alerts/{alertId}/sar,Generate SAR,SarRequest,SarDTO,COMPLIANCE_OFFICER/ADMIN,alertId (path)"
"ComplianceOfficerController,POST,/api/compliance/sars/{sarId}/submit,Submit SAR,None,SarDTO,COMPLIANCE_OFFICER/ADMIN,sarId (path)"
"CurrencyController,GET,/api/currency/supported,Get supported currencies,None,List<String>,Authenticated,None"
"CurrencyController,GET,/api/currency/rates,Get all exchange rates,None,List<CurrencyExchange>,Authenticated,None"
"CurrencyController,GET,/api/currency/rate/{fromCurrency}/{toCurrency},Get exchange rate,None,CurrencyExchange,Authenticated,"fromCurrency (path), toCurrency (path)"
"CurrencyController,POST,/api/currency/convert,Convert currency,None,CurrencyConversionResult,Authenticated,"fromCurrency (query), toCurrency (query), amount (query)"
"CurrencyController,GET,/api/currency/supported/{fromCurrency}/{toCurrency},Check conversion support,None,Boolean,Authenticated,"fromCurrency (path), toCurrency (path)"
"CurrencyController,GET,/api/currency/fee/{fromCurrency}/{toCurrency},Calculate conversion fee,None,BigDecimal,Authenticated,"fromCurrency (path), toCurrency (path), amount (query)"
"KycComplianceController,GET,/api/kyc/compliance/dashboard,Get compliance dashboard,None,ApiResponseDto<KycComplianceDashboard>,Authenticated,None"
"KycComplianceController,GET,/api/kyc/compliance/customers/status,Get all customers KYC status,None,ApiResponseDto<List<KycStatusSummaryDto>>,Authenticated,None"
"KycComplianceController,GET,/api/kyc/compliance/customer/{customerId}/detailed-report,Get detailed compliance report,None,ApiResponseDto<KycComplianceReport>,Authenticated,customerId (path)"
"KycComplianceController,GET,/api/kyc/compliance/documents/attention-required,Get documents needing attention,None,ApiResponseDto<List<KycDocument>>,Authenticated,None"
"KycDocumentController,POST,/api/kyc/upload,Upload KYC document,MultipartFile,ApiResponseDto<KycDocumentResponseDto>,Authenticated,"file (multipart), customerId (form), documentType (form)"
"KycDocumentController,POST,/api/kyc/verify,Verify KYC document,KycDocumentVerificationRequest,ApiResponseDto<KycDocumentResponseDto>,Authenticated,None"
"KycDocumentController,GET,/api/kyc/customer/{customerId},Get customer documents,None,ApiResponseDto<List<KycDocumentSummaryDto>>,Authenticated,customerId (path)"
"KycDocumentController,GET,/api/kyc/customer/{customerId}/status,Get customer KYC status,None,ApiResponseDto<KycStatusSummaryDto>,Authenticated,customerId (path)"
"KycDocumentController,GET,/api/kyc/pending,Get pending documents,None,ApiResponseDto<List<KycDocumentResponseDto>>,ADMIN/COMPLIANCE_OFFICER,None"
"KycDocumentController,GET,/api/kyc/manual-review,Get documents requiring manual review,None,ApiResponseDto<List<KycDocumentResponseDto>>,ADMIN/COMPLIANCE_OFFICER,None"
"KycDocumentController,GET,/api/kyc/high-risk,Get high risk documents,None,ApiResponseDto<List<KycDocumentResponseDto>>,ADMIN/COMPLIANCE_OFFICER,minRiskScore (query default=70)"
"KycDocumentController,GET,/api/kyc/expiring,Get expiring documents,None,ApiResponseDto<List<KycDocumentResponseDto>>,ADMIN/COMPLIANCE_OFFICER,daysAhead (query default=30)"
